,timestamp,plala(Download),plala(Upload),wakwak(Download),wakwak(Upload),asahi(Download),asahi(Upload),ocn(Download),ocn(Upload),sonet(Download),sonet(Upload),wakwak-ipoe(Download),wakwak-ipoe(Upload)
2022/7/22 11:55,2022/07/22T11:55:00,16,48,21,54,38,44,120,64,39,53,166,37
2022/7/22 12:00,2022/07/22T12:00:00,40,63,122,51,30,41,84,35,53,41,97,45
2022/7/22 12:05,2022/07/22T12:05:00,22,61,131,23,31,49,129,55,100,56,8,34
2022/7/22 12:10,2022/07/22T12:10:00,26,42,55,31,44,61,97,66,171,25,57,31
2022/7/22 12:15,2022/07/22T12:15:00,32,42,68,41,52,43,85,55,85,46,6,28
2022/7/22 12:20,2022/07/22T12:20:00,57,57,40,34,78,47,165,59,37,54,74,38
2022/7/22 12:25,2022/07/22T12:25:00,38,52,7,29,79,25,213,70,49,28,10,35
2022/7/22 12:30,2022/07/22T12:30:00,67,54,5,39,17,57,152,49,85,56,40,37
2022/7/22 12:35,2022/07/22T12:35:00,16,50,7,49,47,59,191,58,55,52,31,29
2022/7/22 12:40,2022/07/22T12:40:00,56,41,4,34,55,64,69,48,36,66,67,23
2022/7/22 12:45,2022/07/22T12:45:00,117,55,43,53,130,48,59,55,30,33,10,27
2022/7/22 12:50,2022/07/22T12:50:00,55,49,4,30,75,34,118,43,70,44,17,47
2022/7/22 12:55,2022/07/22T12:55:00,22,32,99,31,142,69,64,54,67,65,129,44
2022/7/22 13:00,2022/07/22T13:00:00,94,59,109,37,30,52,111,42,179,47,92,30
2022/7/22 13:05,2022/07/22T13:05:00,77,54,121,27,121,56,67,39,71,40,2,31
2022/7/22 13:10,2022/07/22T13:10:00,75,43,84,33,66,53,43,43,139,35,7,41
2022/7/22 13:15,2022/07/22T13:15:00,52,47,15,30,136,56,165,24,29,51,25,30
2022/7/22 13:20,2022/07/22T13:20:00,29,55,13,33,37,42,150,71,44,52,32,47
2022/7/22 13:25,2022/07/22T13:25:00,30,46,65,25,34,27,57,45,36,56,5,31
2022/7/22 13:30,2022/07/22T13:30:00,78,53,138,38,42,50,31,43,113,16,4,41
2022/7/22 13:35,2022/07/22T13:35:00,35,39,160,41,31,53,58,68,37,38,4,29
2022/7/22 13:40,2022/07/22T13:40:00,96,46,42,42,75,46,194,31,81,78,9,28
2022/7/22 13:45,2022/07/22T13:45:00,49,35,38,29,38,53,81,39,143,31,8,22
2022/7/22 13:50,2022/07/22T13:50:00,43,48,12,34,57,42,52,42,195,46,8,37
2022/7/22 13:55,2022/07/22T13:55:00,54,53,125,31,70,54,134,22,118,48,3,39
2022/7/22 14:00,2022/07/22T14:00:00,64,45,96,28,45,52,53,46,55,35,5,37
2022/7/22 14:05,2022/07/22T14:05:00,74,35,6,32,31,28,158,49,48,23,16,40
2022/7/22 14:10,2022/07/22T14:10:00,45,54,105,29,64,48,119,28,38,56,6,20
2022/7/22 14:15,2022/07/22T14:15:00,47,40,53,25,210,46,112,45,113,38,11,30
2022/7/22 14:20,2022/07/22T14:20:00,30,56,18,32,33,70,118,42,103,60,6,27
2022/7/22 14:25,2022/07/22T14:25:00,65,51,6,43,37,67,137,58,65,27,5,36
2022/7/22 14:30,2022/07/22T14:30:00,30,47,16,39,64,71,92,32,119,60,4,30
2022/7/22 14:35,2022/07/22T14:35:00,65,50,8,40,30,32,60,55,116,65,6,35
2022/7/22 14:40,2022/07/22T14:40:00,51,22,66,44,33,69,84,47,32,65,6,34
2022/7/22 14:45,2022/07/22T14:45:00,76,48,39,46,69,74,41,53,94,40,15,13
2022/7/22 14:50,2022/07/22T14:50:00,30,47,53,27,26,65,90,58,43,64,3,26
2022/7/22 14:55,2022/07/22T14:55:00,59,68,168,53,89,46,88,52,30,48,5,30
2022/7/22 15:00,2022/07/22T15:00:00,59,49,25,31,98,25,105,51,85,59,38,28
2022/7/22 15:05,2022/07/22T15:05:00,35,39,67,31,117,22,116,54,61,37,14,23
2022/7/22 15:10,2022/07/22T15:10:00,132,26,16,47,44,50,36,34,55,39,81,48
2022/7/22 15:15,2022/07/22T15:15:00,87,61,94,40,35,36,94,48,92,24,79,47
2022/7/22 15:20,2022/07/22T15:20:00,59,38,60,29,144,24,125,61,47,49,42,35
2022/7/22 15:25,2022/07/22T15:25:00,46,48,90,49,83,59,101,55,77,71,97,42
2022/7/22 15:30,2022/07/22T15:30:00,186,45,102,57,26,30,62,32,107,62,35,28
2022/7/22 15:35,2022/07/22T15:35:00,57,37,108,57,126,51,70,65,120,16,5,30
2022/7/22 15:40,2022/07/22T15:40:00,22,52,35,36,42,58,203,22,78,24,124,44
2022/7/22 15:45,2022/07/22T15:45:00,114,38,7,22,152,44,73,28,37,48,4,36
2022/7/22 15:50,2022/07/22T15:50:00,61,50,50,55,107,63,69,61,84,68,9,38
2022/7/22 15:55,2022/07/22T15:55:00,129,45,115,36,35,43,67,40,61,43,54,40
2022/7/22 16:00,2022/07/22T16:00:00,71,45,73,18,70,59,75,49,86,54,200,29
2022/7/22 16:05,2022/07/22T16:05:00,61,51,44,53,60,62,52,35,52,21,61,32
2022/7/22 16:10,2022/07/22T16:10:00,57,60,76,37,32,64,72,60,51,51,20,28
2022/7/22 16:15,2022/07/22T16:15:00,41,56,15,22,58,54,88,55,51,52,6,30
2022/7/22 16:20,2022/07/22T16:20:00,26,36,7,29,43,46,62,36,49,21,85,47
2022/7/22 16:25,2022/07/22T16:25:00,36,56,47,22,32,58,32,54,28,52,4,35
2022/7/22 16:30,2022/07/22T16:30:00,38,55,26,49,22,62,53,48,26,40,5,31
2022/7/22 16:35,2022/07/22T16:35:00,49,51,5,42,162,61,45,41,69,60,10,26
2022/7/22 16:40,2022/07/22T16:40:00,58,53,7,43,209,63,110,44,45,58,13,27
2022/7/22 16:45,2022/07/22T16:45:00,43,42,13,43,119,55,106,48,45,47,7,35
2022/7/22 16:50,2022/07/22T16:50:00,47,35,35,30,28,41,185,51,28,29,6,28
2022/7/22 16:55,2022/07/22T16:55:00,69,57,5,24,107,51,94,52,58,30,11,27
2022/7/22 17:00,2022/07/22T17:00:00,47,27,165,36,66,46,96,47,52,62,59,40
2022/7/22 17:05,2022/07/22T17:05:00,27,53,50,54,67,62,62,53,61,25,16,38
2022/7/22 17:10,2022/07/22T17:10:00,48,59,40,39,74,46,189,59,45,69,6,39
2022/7/22 17:15,2022/07/22T17:15:00,91,24,17,50,103,36,170,41,81,25,5,23
2022/7/22 17:20,2022/07/22T17:20:00,67,61,36,24,84,53,222,48,75,30,4,25
2022/7/22 17:25,2022/07/22T17:25:00,33,43,15,30,285,32,75,43,95,47,7,26
2022/7/22 17:30,2022/07/22T17:30:00,70,62,20,39,58,55,57,69,29,29,10,25
2022/7/22 17:35,2022/07/22T17:35:00,29,35,9,17,118,40,131,54,154,27,46,34
2022/7/22 17:40,2022/07/22T17:40:00,27,19,86,68,139,17,156,52,126,32,26,35
2022/7/22 17:45,2022/07/22T17:45:00,147,38,50,19,109,31,110,58,69,47,28,30
2022/7/22 17:50,2022/07/22T17:50:00,83,41,112,50,156,32,257,39,127,25,3,39
2022/7/22 17:55,2022/07/22T17:55:00,106,43,179,23,117,50,165,59,179,55,5,30
2022/7/22 18:00,2022/07/22T18:00:00,189,44,100,35,125,51,172,52,180,35,4,25
2022/7/22 18:05,2022/07/22T18:05:00,164,63,209,53,275,64,120,61,126,56,10,48
2022/7/22 18:10,2022/07/22T18:10:00,184,49,159,58,276,40,85,64,83,35,41,44
2022/7/22 18:15,2022/07/22T18:15:00,294,43,148,50,208,51,117,47,68,70,36,43
2022/7/22 18:20,2022/07/22T18:20:00,152,55,126,35,289,50,77,54,163,25,12,27
2022/7/22 18:25,2022/07/22T18:25:00,215,43,58,55,168,73,94,56,123,46,31,40
2022/7/22 18:30,2022/07/22T18:30:00,180,38,110,55,194,50,63,56,128,60,32,32
2022/7/22 18:35,2022/07/22T18:35:00,97,46,84,55,242,64,227,42,168,34,8,27
2022/7/22 18:40,2022/07/22T18:40:00,47,49,107,22,104,59,108,53,60,42,3,30
2022/7/22 18:45,2022/07/22T18:45:00,51,56,57,37,163,53,146,44,148,48,50,31
2022/7/22 18:50,2022/07/22T18:50:00,27,64,251,63,247,70,145,44,55,66,23,23
2022/7/22 18:55,2022/07/22T18:55:00,178,46,52,46,268,51,74,40,91,51,18,21
2022/7/22 19:00,2022/07/22T19:00:00,207,47,181,55,170,53,251,47,146,36,19,22
2022/7/22 19:05,2022/07/22T19:05:00,81,57,130,24,221,57,175,43,148,60,43,42
2022/7/22 19:10,2022/07/22T19:10:00,172,62,11,61,272,37,204,27,124,54,52,26
2022/7/22 19:15,2022/07/22T19:15:00,97,48,29,55,277,60,210,50,174,68,15,27
2022/7/22 19:20,2022/07/22T19:20:00,93,39,4,56,104,47,113,21,151,25,6,33
2022/7/22 19:25,2022/07/22T19:25:00,163,40,88,63,245,26,191,53,112,44,4,26
2022/7/22 19:30,2022/07/22T19:30:00,140,34,45,20,68,38,98,52,92,44,8,35
2022/7/22 19:35,2022/07/22T19:35:00,47,45,79,54,213,57,93,50,93,52,24,39
2022/7/22 19:40,2022/07/22T19:40:00,82,50,175,47,69,35,140,63,235,29,41,45
2022/7/22 19:45,2022/07/22T19:45:00,114,49,157,33,185,46,217,41,134,54,4,25
2022/7/22 19:50,2022/07/22T19:50:00,68,26,12,34,106,62,177,42,45,65,13,28
2022/7/22 19:55,2022/07/22T19:55:00,48,56,90,33,282,58,97,43,91,61,12,40
2022/7/22 20:00,2022/07/22T20:00:00,156,42,68,31,271,55,182,49,128,60,8,33
2022/7/22 20:05,2022/07/22T20:05:00,213,44,127,41,183,45,76,42,173,46,11,42
2022/7/22 20:10,2022/07/22T20:10:00,186,48,36,41,220,60,27,38,209,70,6,24
2022/7/22 20:15,2022/07/22T20:15:00,167,43,22,43,107,51,104,60,169,57,4,35
2022/7/22 20:20,2022/07/22T20:20:00,247,58,47,43,273,68,36,44,180,53,6,30
2022/7/22 20:25,2022/07/22T20:25:00,61,51,5,37,203,55,197,46,176,32,3,28
2022/7/22 20:30,2022/07/22T20:30:00,197,65,43,51,241,64,148,55,154,46,4,40
2022/7/22 20:35,2022/07/22T20:35:00,84,50,4,44,152,62,123,49,253,55,12,32
2022/7/22 20:40,2022/07/22T20:40:00,136,55,24,55,218,43,46,43,246,51,6,35
2022/7/22 20:45,2022/07/22T20:45:00,147,54,24,45,328,69,67,57,322,59,11,35
2022/7/22 20:50,2022/07/22T20:50:00,126,56,12,38,221,64,196,51,142,54,7,45
2022/7/22 20:55,2022/07/22T20:55:00,195,55,4,31,70,65,120,52,54,51,9,35
2022/7/22 21:00,2022/07/22T21:00:00,118,53,12,44,68,42,160,42,238,57,71,30
2022/7/22 21:05,2022/07/22T21:05:00,60,62,7,27,110,57,103,38,193,46,16,35
2022/7/22 21:10,2022/07/22T21:10:00,47,54,8,33,135,49,146,45,97,62,19,30
2022/7/22 21:15,2022/07/22T21:15:00,87,47,4,38,97,73,16,39,32,42,14,32
2022/7/22 21:20,2022/07/22T21:20:00,29,36,38,31,28,19,29,25,181,25,24,26
2022/7/22 21:25,2022/07/22T21:25:00,28,59,10,27,106,51,165,38,58,50,9,29
2022/7/22 21:30,2022/07/22T21:30:00,63,57,29,22,77,67,75,43,82,53,22,34
2022/7/22 21:35,2022/07/22T21:35:00,24,59,18,31,219,45,15,44,230,40,20,32
2022/7/22 21:40,2022/07/22T21:40:00,25,50,5,36,104,59,98,45,143,27,7,29
2022/7/22 21:45,2022/07/22T21:45:00,72,48,6,23,33,58,24,42,116,34,9,39
2022/7/22 21:50,2022/07/22T21:50:00,62,46,14,58,86,49,88,17,151,59,8,21
2022/7/22 21:55,2022/07/22T21:55:00,56,47,11,47,153,64,117,44,39,57,30,44
2022/7/22 22:00,2022/07/22T22:00:00,77,49,16,37,106,48,60,45,142,44,35,24
2022/7/22 22:05,2022/07/22T22:05:00,22,68,36,39,138,31,88,46,115,60,32,40
2022/7/22 22:10,2022/07/22T22:10:00,25,58,13,31,134,71,134,25,99,52,35,40
2022/7/22 22:15,2022/07/22T22:15:00,109,61,42,75,29,63,108,59,49,56,23,25
2022/7/22 22:20,2022/07/22T22:20:00,23,39,5,44,182,57,158,51,74,68,7,28
2022/7/22 22:25,2022/07/22T22:25:00,62,58,49,45,120,41,89,66,71,71,6,31
2022/7/22 22:30,2022/07/22T22:30:00,18,51,69,45,81,38,96,46,26,54,8,34
2022/7/22 22:35,2022/07/22T22:35:00,35,61,59,55,104,64,155,53,163,24,7,49
2022/7/22 22:40,2022/07/22T22:40:00,137,44,32,38,64,62,116,48,118,54,18,36
2022/7/22 22:45,2022/07/22T22:45:00,34,46,127,55,191,55,30,62,117,65,14,36
2022/7/22 22:50,2022/07/22T22:50:00,28,80,79,54,94,59,59,46,85,65,90,44
2022/7/22 22:55,2022/07/22T22:55:00,55,34,72,50,260,57,142,30,178,53,115,39
2022/7/22 23:00,2022/07/22T23:00:00,46,48,119,55,55,47,185,47,171,47,46,47
2022/7/22 23:05,2022/07/22T23:05:00,51,55,53,47,193,24,195,75,266,55,76,34
2022/7/22 23:10,2022/07/22T23:10:00,79,54,82,50,262,51,84,41,169,48,119,40
2022/7/22 23:15,2022/07/22T23:15:00,80,47,61,68,178,57,171,40,159,29,83,40
2022/7/22 23:20,2022/07/22T23:20:00,63,55,55,64,91,68,97,35,178,64,77,43
2022/7/22 23:25,2022/07/22T23:25:00,93,55,101,49,182,53,136,51,162,25,102,39
2022/7/22 23:30,2022/07/22T23:30:00,87,45,72,53,149,41,29,24,251,41,16,30
2022/7/22 23:35,2022/07/22T23:35:00,65,50,71,39,77,37,147,61,136,62,9,34
2022/7/22 23:40,2022/07/22T23:40:00,57,46,57,38,63,52,67,35,114,25,49,33
2022/7/22 23:45,2022/07/22T23:45:00,24,31,77,28,49,41,17,31,96,54,145,51
2022/7/22 23:50,2022/07/22T23:50:00,45,26,56,40,73,66,167,61,185,32,68,37
2022/7/22 23:55,2022/07/22T23:55:00,47,41,107,47,62,55,235,68,160,54,29,48
2022/7/23 0:00,2022/07/23T00:00:00,87,37,164,51,92,49,93,65,43,50,18,46
2022/7/23 0:05,2022/07/23T00:05:00,126,24,91,41,195,47,95,55,80,68,114,40
2022/7/23 0:10,2022/07/23T00:10:00,85,50,140,62,23,64,97,54,68,45,153,32
2022/7/23 0:15,2022/07/23T00:15:00,99,48,186,51,161,70,91,64,80,55,66,47
2022/7/23 0:20,2022/07/23T00:20:00,65,43,162,50,65,47,102,48,227,61,180,34
2022/7/23 0:25,2022/07/23T00:25:00,152,31,156,54,64,69,91,58,222,45,37,45
2022/7/23 0:30,2022/07/23T00:30:00,68,56,59,39,143,50,47,51,151,74,95,48
2022/7/23 0:35,2022/07/23T00:35:00,191,57,98,51,52,65,72,51,174,55,78,39
2022/7/23 0:40,2022/07/23T00:40:00,101,47,136,39,49,45,50,54,214,61,140,38
2022/7/23 0:45,2022/07/23T00:45:00,163,45,100,27,70,54,70,70,129,51,221,44
2022/7/23 0:50,2022/07/23T00:50:00,136,46,54,33,66,43,71,41,148,54,98,32
2022/7/23 0:55,2022/07/23T00:55:00,32,40,164,45,203,57,74,70,220,48,71,39
2022/7/23 1:00,2022/07/23T01:00:00,116,30,296,48,37,38,94,41,188,49,142,48
2022/7/23 1:05,2022/07/23T01:05:00,67,55,281,58,102,52,213,60,101,37,130,34
2022/7/23 1:10,2022/07/23T01:10:00,18,55,127,30,37,36,110,55,224,61,278,48
2022/7/23 1:15,2022/07/23T01:15:00,140,44,215,30,28,31,155,51,210,75,47,50
2022/7/23 1:20,2022/07/23T01:20:00,23,46,26,37,17,21,42,69,33,52,49,27
2022/7/23 1:25,2022/07/23T01:25:00,19,38,136,31,65,26,108,60,75,26,74,44
2022/7/23 1:30,2022/07/23T01:30:00,65,53,262,28,57,38,154,44,79,63,186,49
2022/7/23 1:35,2022/07/23T01:35:00,77,48,200,24,83,67,85,46,166,23,299,47
2022/7/23 1:40,2022/07/23T01:40:00,124,36,253,40,75,31,111,52,154,59,132,51
2022/7/23 1:45,2022/07/23T01:45:00,33,39,287,32,64,32,86,70,74,36,152,38
2022/7/23 1:50,2022/07/23T01:50:00,48,57,303,55,40,62,110,58,164,59,211,32
2022/7/23 1:55,2022/07/23T01:55:00,106,43,259,35,59,61,60,45,169,17,179,42
2022/7/23 2:00,2022/07/23T02:00:00,157,40,313,46,97,51,176,46,122,63,189,52
2022/7/23 2:05,2022/07/23T02:05:00,171,42,289,28,51,38,231,35,218,40,162,46
2022/7/23 2:10,2022/07/23T02:10:00,107,40,344,73,14,53,56,48,185,42,272,48
2022/7/23 2:15,2022/07/23T02:15:00,192,49,293,56,87,45,87,55,199,62,304,42
2022/7/23 2:20,2022/07/23T02:20:00,149,49,273,69,124,46,73,59,340,51,278,38
2022/7/23 2:25,2022/07/23T02:25:00,162,40,355,41,34,53,76,55,179,39,233,45
2022/7/23 2:30,2022/07/23T02:30:00,99,53,301,34,176,60,46,46,236,49,335,38
2022/7/23 2:35,2022/07/23T02:35:00,60,51,319,69,343,45,209,47,230,44,179,46
2022/7/23 2:40,2022/07/23T02:40:00,134,53,367,68,194,62,128,65,195,61,294,39
2022/7/23 2:45,2022/07/23T02:45:00,93,40,329,51,237,44,197,65,100,50,359,38
2022/7/23 2:50,2022/07/23T02:50:00,152,50,228,20,257,47,258,57,175,48,275,43
2022/7/23 2:55,2022/07/23T02:55:00,189,45,37,59,319,16,120,51,222,71,211,52
2022/7/23 3:00,2022/07/23T03:00:00,43,46,401,64,352,71,236,26,217,53,387,24
2022/7/23 3:05,2022/07/23T03:05:00,175,40,356,78,368,47,79,50,220,57,304,48
2022/7/23 3:10,2022/07/23T03:10:00,122,55,247,51,457,73,326,60,289,30,220,40
2022/7/23 3:15,2022/07/23T03:15:00,30,41,122,133,260,54,34,47,168,36,87,51
2022/7/23 3:20,2022/07/23T03:20:00,186,70,142,80,484,50,54,65,143,45,219,34
2022/7/23 3:25,2022/07/23T03:25:00,152,41,177,55,221,44,160,70,173,17,179,33
2022/7/23 3:30,2022/07/23T03:30:00,171,69,124,123,342,67,91,41,347,31,209,47
2022/7/23 3:35,2022/07/23T03:35:00,32,58,135,113,363,54,165,45,109,27,119,43
2022/7/23 3:40,2022/07/23T03:40:00,142,59,180,64,293,49,109,63,206,59,201,46
2022/7/23 3:45,2022/07/23T03:45:00,114,63,234,119,320,60,70,72,127,77,174,57
2022/7/23 3:50,2022/07/23T03:50:00,46,62,118,138,378,51,71,120,245,67,378,35
2022/7/23 3:55,2022/07/23T03:55:00,180,41,214,87,379,47,47,40,184,51,215,39
2022/7/23 4:00,2022/07/23T04:00:00,215,44,162,53,395,53,105,81,262,48,302,34
2022/7/23 4:05,2022/07/23T04:05:00,142,44,168,79,425,57,59,117,177,41,328,58
2022/7/23 4:10,2022/07/23T04:10:00,213,61,192,123,403,65,80,65,342,55,338,44
2022/7/23 4:15,2022/07/23T04:15:00,241,54,215,79,393,60,93,60,151,63,427,46
2022/7/23 4:20,2022/07/23T04:20:00,48,45,130,68,386,57,44,61,94,50,389,52
2022/7/23 4:25,2022/07/23T04:25:00,72,57,122,78,326,34,40,66,203,50,165,45
2022/7/23 4:30,2022/07/23T04:30:00,157,51,174,79,350,53,89,66,132,51,43,34
2022/7/23 4:35,2022/07/23T04:35:00,199,53,227,72,314,23,107,100,246,64,246,42
2022/7/23 4:40,2022/07/23T04:40:00,198,50,192,80,334,67,75,90,254,59,221,40
2022/7/23 4:45,2022/07/23T04:45:00,103,63,229,82,185,60,85,39,162,68,174,27
2022/7/23 4:50,2022/07/23T04:50:00,210,48,209,79,258,34,47,111,107,56,382,40
2022/7/23 4:55,2022/07/23T04:55:00,196,55,226,83,332,41,109,111,203,54,204,23
2022/7/23 5:00,2022/07/23T05:00:00,77,54,127,91,276,56,106,87,324,67,381,31
2022/7/23 5:05,2022/07/23T05:05:00,64,51,156,86,304,50,120,102,256,53,386,30
2022/7/23 5:10,2022/07/23T05:10:00,178,49,186,108,436,57,110,69,261,54,309,48
2022/7/23 5:15,2022/07/23T05:15:00,244,63,145,77,373,38,41,91,427,35,325,36
2022/7/23 5:20,2022/07/23T05:20:00,188,53,178,131,410,54,85,66,246,55,195,42
2022/7/23 5:25,2022/07/23T05:25:00,160,27,145,48,496,68,84,53,262,53,183,30
2022/7/23 5:30,2022/07/23T05:30:00,158,55,215,126,420,48,77,94,281,33,291,35
2022/7/23 5:35,2022/07/23T05:35:00,228,50,132,98,389,52,112,107,271,42,235,41
2022/7/23 5:40,2022/07/23T05:40:00,255,51,190,60,328,61,107,114,204,42,240,40
2022/7/23 5:45,2022/07/23T05:45:00,156,47,135,90,404,61,89,118,244,71,375,39
2022/7/23 5:50,2022/07/23T05:50:00,81,58,216,64,404,51,109,94,272,64,192,25
2022/7/23 5:55,2022/07/23T05:55:00,212,51,163,71,332,78,102,72,104,53,242,51
2022/7/23 6:00,2022/07/23T06:00:00,171,47,151,77,373,57,111,57,188,50,285,24
2022/7/23 6:05,2022/07/23T06:05:00,253,57,235,92,229,47,60,67,40,59,272,46
2022/7/23 6:10,2022/07/23T06:10:00,110,47,192,132,114,71,86,106,71,52,178,54
2022/7/23 6:15,2022/07/23T06:15:00,95,37,236,85,103,49,94,112,165,52,241,46
2022/7/23 6:20,2022/07/23T06:20:00,139,52,134,75,140,50,71,120,171,66,313,46
2022/7/23 6:25,2022/07/23T06:25:00,236,69,173,133,139,41,69,45,207,60,264,37
2022/7/23 6:30,2022/07/23T06:30:00,173,54,234,78,239,57,96,118,207,64,240,42
2022/7/23 6:35,2022/07/23T06:35:00,126,47,112,93,237,70,61,94,90,58,268,39
2022/7/23 6:40,2022/07/23T06:40:00,202,47,230,62,122,50,81,67,82,64,285,40
2022/7/23 6:45,2022/07/23T06:45:00,168,56,235,65,248,67,45,88,174,64,284,48
2022/7/23 6:50,2022/07/23T06:50:00,202,57,146,105,241,58,38,72,169,51,237,47
2022/7/23 6:55,2022/07/23T06:55:00,158,55,205,59,358,48,52,110,228,60,248,40
2022/7/23 7:00,2022/07/23T07:00:00,178,47,194,88,402,61,92,116,143,55,293,40
2022/7/23 7:05,2022/07/23T07:05:00,38,48,219,94,158,59,96,109,207,72,162,42
2022/7/23 7:10,2022/07/23T07:10:00,80,36,143,45,176,64,111,41,94,53,148,40
2022/7/23 7:15,2022/07/23T07:15:00,53,55,127,125,117,62,88,91,121,57,224,45
2022/7/23 7:20,2022/07/23T07:20:00,105,59,179,140,65,57,105,112,54,56,152,58
2022/7/23 7:25,2022/07/23T07:25:00,183,49,190,135,257,54,79,70,135,55,165,47
2022/7/23 7:30,2022/07/23T07:30:00,135,33,209,72,271,59,80,61,101,61,28,29
2022/7/23 7:35,2022/07/23T07:35:00,182,48,235,52,238,55,65,76,125,56,5,25
2022/7/23 7:40,2022/07/23T07:40:00,56,49,233,53,217,52,51,49,157,40,199,46
2022/7/23 7:45,2022/07/23T07:45:00,189,58,138,112,265,60,71,105,128,54,180,43
2022/7/23 7:50,2022/07/23T07:50:00,156,56,173,41,165,65,114,71,56,68,123,39
2022/7/23 7:55,2022/07/23T07:55:00,151,67,71,72,321,64,50,69,127,66,166,41
2022/7/23 8:00,2022/07/23T08:00:00,123,36,55,102,389,67,118,41,126,52,138,41
2022/7/23 8:05,2022/07/23T08:05:00,112,62,45,59,205,54,102,104,177,56,97,49
2022/7/23 8:10,2022/07/23T08:10:00,124,54,67,49,201,59,70,58,204,36,181,35
2022/7/23 8:15,2022/07/23T08:15:00,154,49,45,47,251,58,38,74,151,73,161,50
2022/7/23 8:20,2022/07/23T08:20:00,92,53,58,43,139,75,59,80,100,50,26,43
2022/7/23 8:25,2022/07/23T08:25:00,75,40,99,76,208,65,119,77,296,61,76,51
2022/7/23 8:30,2022/07/23T08:30:00,39,44,62,86,313,29,57,89,137,71,139,37
2022/7/23 8:35,2022/07/23T08:35:00,116,50,53,66,270,75,69,56,133,57,34,25
2022/7/23 8:40,2022/07/23T08:40:00,108,71,87,79,189,55,65,73,181,67,20,53
2022/7/23 8:45,2022/07/23T08:45:00,174,48,74,62,107,60,62,102,147,44,149,40
2022/7/23 8:50,2022/07/23T08:50:00,36,61,85,67,199,55,46,52,132,66,167,51
2022/7/23 8:55,2022/07/23T08:55:00,98,66,50,94,206,66,93,46,110,61,94,39
2022/7/23 9:00,2022/07/23T09:00:00,88,58,46,99,124,71,99,88,73,54,11,40
2022/7/23 9:05,2022/07/23T09:05:00,159,60,96,45,258,50,108,76,153,54,69,40
2022/7/23 9:10,2022/07/23T09:10:00,69,67,89,52,173,43,66,115,219,39,197,41
2022/7/23 9:15,2022/07/23T09:15:00,235,52,90,94,74,56,66,78,171,62,117,54
2022/7/23 9:20,2022/07/23T09:20:00,154,53,61,110,235,59,61,50,127,55,91,44
2022/7/23 9:25,2022/07/23T09:25:00,116,64,37,36,218,51,40,67,150,62,75,45
2022/7/23 9:30,2022/07/23T09:30:00,87,63,37,79,221,73,96,75,138,56,125,51
2022/7/23 9:35,2022/07/23T09:35:00,34,59,54,59,108,53,105,109,152,69,126,55
2022/7/23 9:40,2022/07/23T09:40:00,23,63,74,39,115,63,102,109,189,43,65,40
2022/7/23 9:45,2022/07/23T09:45:00,53,61,74,47,130,50,107,41,230,67,130,46
2022/7/23 9:50,2022/07/23T09:50:00,41,59,66,50,92,71,51,65,96,67,47,40
2022/7/23 9:55,2022/07/23T09:55:00,129,51,59,36,154,50,103,73,107,69,188,38
2022/7/23 10:00,2022/07/23T10:00:00,60,49,41,72,63,62,86,62,77,35,53,35
2022/7/23 10:05,2022/07/23T10:05:00,85,41,37,32,70,60,57,70,71,60,23,40
2022/7/23 10:10,2022/07/23T10:10:00,184,56,56,41,231,55,39,71,120,32,36,38
2022/7/23 10:15,2022/07/23T10:15:00,130,53,68,83,180,58,48,101,184,52,51,24
2022/7/23 10:20,2022/07/23T10:20:00,54,50,50,80,203,52,119,114,196,57,11,27
2022/7/23 10:25,2022/07/23T10:25:00,133,45,36,65,189,45,95,85,128,65,6,33
2022/7/23 10:30,2022/07/23T10:30:00,159,53,56,52,341,28,109,90,104,52,32,40
2022/7/23 10:35,2022/07/23T10:35:00,187,55,43,30,125,46,74,84,187,52,53,38
2022/7/23 10:40,2022/07/23T10:40:00,82,62,55,33,275,42,93,68,221,63,5,53
2022/7/23 10:45,2022/07/23T10:45:00,191,57,45,47,176,52,64,40,290,61,86,41
2022/7/23 10:50,2022/07/23T10:50:00,116,43,70,50,99,58,86,93,99,50,96,42
2022/7/23 10:55,2022/07/23T10:55:00,17,61,57,74,246,43,112,70,99,65,73,35
2022/7/23 11:00,2022/07/23T11:00:00,82,59,63,75,214,65,42,117,128,69,45,50
2022/7/23 11:05,2022/07/23T11:05:00,98,52,55,36,125,55,61,84,72,52,31,40
2022/7/23 11:10,2022/07/23T11:10:00,120,67,76,77,137,60,76,111,126,62,97,47
2022/7/23 11:15,2022/07/23T11:15:00,88,56,64,48,150,56,84,59,43,70,25,32
2022/7/23 11:20,2022/07/23T11:20:00,126,60,38,35,121,17,96,85,176,62,118,33
2022/7/23 11:25,2022/07/23T11:25:00,96,53,78,59,183,60,105,109,49,65,32,50
2022/7/23 11:30,2022/07/23T11:30:00,190,54,76,56,176,53,42,52,58,61,86,42
2022/7/23 11:35,2022/07/23T11:35:00,100,51,76,32,129,66,56,63,68,59,28,39
2022/7/23 11:40,2022/07/23T11:40:00,145,51,38,50,330,23,40,64,69,49,10,28
2022/7/23 11:45,2022/07/23T11:45:00,85,40,54,78,104,50,77,118,87,52,10,42
2022/7/23 11:50,2022/07/23T11:50:00,119,63,70,74,222,56,60,102,76,48,58,50
2022/7/23 11:55,2022/07/23T11:55:00,129,37,45,85,222,64,76,116,110,60,5,23
